transaction_id,transaction_amount,transaction_frequency,transaction_hour,account_age_months,location_change,average_transaction_amount,is_anomaly
TXN100436,69.73935942099988,2,12,85,0,50.35270120065963,0
TXN100437,143.8089186673073,5,14,93,0,135.1824424701791,0
TXN100438,1200.0,23,4,2,1,674.355279533933,1
TXN100439,91.0292906863338,3,15,57,0,108.73204326784722,0
TXN100440,314.70064164689114,7,16,83,0,295.9545010019618,0
TXN100441,50.60284866359805,5,9,15,1,35.342066937409875,0
TXN100442,79.39161892708732,5,10,19,0,75.69823636256884,0
TXN100443,368.7938611134023,5,12,88,1,309.0748947859625,0
TXN100444,124.70282753287118,5,17,72,0,130.55508305072414,0
TXN100445,147.25717559871023,4,11,101,0,163.40079409537262,0
TXN100446,95.49487477349105,11,20,66,0,98.07080312551199,0
TXN100447,120.52335089330468,5,14,79,1,67.80332191128723,0
TXN100448,173.51670552236337,5,8,118,0,188.251587470901,0
TXN100449,77.07422232947967,4,14,71,0,74.48706258191629,0
TXN100450,276.0295888292255,7,14,33,0,265.95088571175006,0
TXN100451,291.63844886543,4,20,49,0,292.28705244789813,0
TXN100452,476.3965790231554,2,7,63,0,478.3634382892043,0
TXN100453,72.29257154747323,7,17,25,0,84.85047577058988,0
TXN100454,162.1994464745771,3,11,86,0,206.0884955538743,0
TXN100455,426.38029771822477,6,17,29,0,429.50398196105465,0
TXN100456,128.01482045928455,3,13,26,0,131.88945817736575,0
TXN100457,138.8395757015595,8,18,38,0,150.9144806266417,0
TXN100458,117.97672798846575,8,21,52,0,130.09681926570778,0
TXN100459,405.38316726508316,5,11,78,0,409.21619329047206,0
TXN100460,319.68710500134915,4,13,60,0,314.6153617335078,0
TXN100461,74.61790024228787,4,7,77,0,61.941598948314535,0
TXN100462,103.74842764147084,6,12,26,0,114.36215575247999,0
TXN100463,490.6231421528456,3,10,15,0,310.6706213260539,0
TXN100464,53.65993016570129,3,7,51,0,40.89401173116389,0
TXN100465,109.21203075386961,5,20,66,1,102.59587012077424,0
TXN100466,90.25937929474905,5,7,82,0,84.38457195290775,0
TXN100467,84.44208297461773,1,19,20,0,55.55460518673118,0
TXN100468,117.55487198584306,10,9,86,0,114.88320886570382,0
TXN100469,177.51537007333596,4,14,64,0,171.86368477313704,0
TXN100470,98.97833925189893,2,12,62,0,67.29778076284259,0
TXN100471,1413.3905140011698,25,4,8,1,692.2753551333791,1
TXN100472,91.5579161185945,4,13,36,0,100.04647770764477,0
TXN100473,107.94221789042004,6,10,103,0,110.83080938115359,0
TXN100474,103.07074436421063,7,9,55,0,81.09963709658237,0
TXN100475,143.58823135150394,5,7,76,0,132.37522101285137,0
TXN100476,1314.4448795242845,14,0,4,1,514.9336692081702,1
TXN100477,148.05771046429294,5,15,42,0,138.56615334191656,0
TXN100478,131.34147144326212,4,13,37,0,130.69240721064756,0
TXN100479,206.11286051771052,6,16,86,0,301.8203683903716,0
TXN100480,180.50005506710724,6,8,87,0,85.36926299280816,0
TXN100481,118.94617004774588,5,22,67,0,105.53984437794074,0
TXN100482,329.55367707966536,6,15,25,0,210.71191887951707,0
TXN100483,19.652071599559626,9,22,54,0,20.589116614820025,0
TXN100484,147.0368002179572,4,12,90,0,137.94336844770893,0
TXN100485,1720.526852058117,24,5,5,1,819.3542853858568,1
TXN100486,32.06076959276421,5,11,38,1,27.077036799973147,0
TXN100487,242.92481483912687,7,16,107,0,160.18301334916367,0
TXN100488,92.09346310654306,4,22,88,0,62.02538092044171,0
TXN100489,70.77802356584176,1,9,13,0,75.27315178504584,0
TXN100490,91.88961671318654,3,12,87,0,83.41355059754504,0
TXN100491,326.2411362474054,6,20,99,0,258.8177740721358,0
TXN100492,156.99783477508979,3,9,61,0,154.24414947951456,0
TXN100493,61.641333756521014,4,7,120,0,46.36621540294979,0
TXN100494,104.39123009167918,3,12,83,0,103.41942353156361,0
TXN100495,417.9130917411643,4,14,117,0,332.7130306026435,0
TXN100496,139.95370159617337,10,18,58,0,120.03282398745743,0
TXN100497,1523.6537995692943,18,5,15,1,767.2150384372943,1
TXN100498,73.1564233675887,6,10,28,0,71.9629171137317,0
TXN100499,63.13116234422782,6,21,57,0,79.649883949416,0
TXN100500,210.31279677140634,5,15,30,0,180.05053917236097,0
TXN100501,124.97676458813527,6,13,44,0,100.06048336999812,0
TXN100502,141.12764097717027,4,8,50,0,111.10470410301716,0
TXN100503,96.43053098320969,4,15,97,0,72.35542579371553,0
TXN100504,119.5618645077033,7,21,82,0,137.8330295230419,0
TXN100505,93.40424859048755,2,21,78,0,64.54424842386346,0
TXN100506,194.93637572719456,5,19,94,1,161.42415584030863,0
TXN100507,196.11202691558842,4,18,79,0,175.73452425617143,0
TXN100508,94.36507692462014,3,8,35,0,75.79860109600601,0
TXN100509,180.6076051958437,4,22,66,0,157.94797575560287,0
TXN100510,80.87774599216515,9,16,109,0,88.84045887811057,0
TXN100511,43.54965567382151,3,12,12,0,29.839182086305716,0
TXN100512,235.91720504304445,5,16,82,0,133.7939414690119,0
TXN100513,362.14758865108087,5,22,17,0,415.4295429733012,0
TXN100514,92.29933079146598,1,7,66,0,81.20818244015977,0
TXN100515,155.6117860329101,1,10,85,0,120.48252844467272,0
TXN100516,128.78550403757663,6,9,85,0,166.71045079794996,0
TXN100517,123.93164508343335,5,20,30,0,103.4898992280452,0
TXN100518,158.35062890822763,3,18,19,0,109.4958027353433,0
TXN100519,555.4299197155143,5,12,43,0,758.7892555018309,0
TXN100520,80.19082945516759,2,13,64,0,74.22503212024733,0
TXN100521,151.98225670985934,5,12,56,0,144.67244772263265,0
TXN100522,248.88253022054985,4,22,43,0,244.1097966561782,0
TXN100523,58.86763084056507,4,18,101,0,58.71554908880016,0
TXN100524,156.47591395210384,7,22,82,0,161.85814217927683,0
TXN100525,131.84786182225892,3,21,106,0,162.87786300476185,0
TXN100526,90.52278441791486,8,16,91,1,75.82715356775317,0
TXN100527,37.47941493245036,3,9,97,0,30.892264038036952,0
TXN100528,43.46219882973471,8,12,40,0,52.19086484820961,0
TXN100529,47.8696800485448,3,12,80,1,48.79618074031848,0
TXN100530,73.6851938600506,4,11,81,0,71.41329622773725,0
TXN100531,206.93595463912385,4,19,81,0,174.2398773312137,0
TXN100532,128.668554279308,5,16,95,0,99.06261177137011,0
TXN100533,114.88869414308682,7,18,16,0,127.42923087797986,0
TXN100534,219.42434458845847,5,14,111,0,197.579409532328,0
TXN100535,188.41440991693108,8,20,27,0,172.69876996504047,0
TXN100536,257.691529737212,5,14,120,0,293.72094550619727,0
TXN100537,183.3084871732228,6,19,87,0,133.18233627361712,0
TXN100538,56.43805834602115,3,13,61,1,43.61321702109524,0
TXN100539,138.62398932823913,6,12,86,0,115.1953968693336,0
TXN100540,44.709174716755705,5,9,29,0,49.783087227293436,0
TXN100541,180.1843157753882,5,12,15,1,182.16795302337357,0
TXN100542,718.9967437271225,4,21,113,0,583.8613327635011,0
TXN100543,87.69050729459292,7,11,22,0,66.99077547377853,0
TXN100544,204.33373865209364,3,9,101,0,123.07501280726892,0
TXN100545,174.98646817049618,5,7,74,0,140.58907022422332,0
TXN100546,208.9849443612107,4,9,18,0,158.65558054844914,0
TXN100547,2971.406862328929,26,5,6,0,1420.959759469325,1
TXN100548,169.0685102210146,4,7,77,0,175.95929523011785,0
TXN100549,145.5631186043092,5,22,21,0,87.55909751932279,0
TXN100550,142.9621134769789,6,7,111,0,121.66035768783733,0
TXN100551,482.7693371775882,4,17,72,0,465.2170408599003,0
TXN100552,265.94378406975073,5,11,106,0,220.7101790746482,0
TXN100553,96.10274625846452,3,19,34,0,75.19956863450206,0
TXN100554,124.72569185248929,5,22,17,0,128.3103978236856,0
TXN100555,318.68256461566176,7,11,35,0,304.5124905712814,0
TXN100556,73.30267197040347,8,16,26,0,53.662009462807404,0
TXN100557,273.9433248750494,5,14,49,0,309.8710702724107,0
TXN100558,9095.976942210335,24,4,2,1,2610.7249921649977,1
TXN100559,287.788923836177,4,7,28,0,273.1007071807268,0
TXN100560,62.525272525181386,6,14,88,0,57.15181534942271,0
TXN100561,84.29094443371511,7,16,98,0,77.63177158979103,0
TXN100562,74.3626156995847,7,11,109,0,76.98471145581644,0
TXN100563,115.44481605736145,3,11,89,0,89.19057413250421,0
TXN100564,229.4991445010021,7,17,60,0,207.51078795029602,0
TXN100565,32.12203042178293,1,21,78,0,32.553605583175326,0
TXN100566,100.43865990436531,4,9,19,0,81.99365032877611,0
TXN100567,155.74312489917378,4,8,98,0,148.30249769005394,0
TXN100568,54.50555114065552,3,22,108,0,59.74774888091311,0
TXN100569,78.1096370608647,5,19,93,0,77.25458088156834,0
TXN100570,127.99734749751204,4,16,109,0,94.99637882367257,0
TXN100571,82.98966116632371,6,22,75,0,103.7910592193131,0
TXN100572,452.2813952510186,4,20,13,0,378.1471277559894,0
TXN100573,132.6340028534037,6,7,43,0,136.68407869026538,0
TXN100574,1200.0,23,0,6,1,321.67968578246587,1
TXN100575,136.89081899352615,5,20,79,0,140.0315346816806,0
TXN100576,109.02538018649099,3,16,68,1,82.87328560070658,0
TXN100577,103.66690532681238,3,20,85,0,99.71086234494749,0
TXN100578,165.789713809079,6,21,95,0,207.92816567220933,0
TXN100579,4476.6788442495135,29,6,12,0,1955.440816509126,1
TXN100580,65.38347656463354,6,21,115,1,71.18800493678121,0
TXN100581,115.1227427706136,5,10,27,0,74.41927730571821,0
TXN100582,108.29023726944007,6,22,51,0,132.49199874795286,0
TXN100583,24.489117619867486,6,18,89,0,15.0595790615098,0
TXN100584,2748.740310354,19,6,15,1,612.3254412047219,1
TXN100585,85.63730273447813,8,22,30,0,81.46927486550551,0
TXN100586,165.61833209786693,8,8,48,0,140.78540842700568,0
TXN100587,190.75606889942017,5,18,65,0,210.39262175366264,0
TXN100588,105.0622480952814,6,15,61,0,82.86301685568743,0
TXN100589,481.701194317503,6,12,79,0,297.4700870001621,0
TXN100590,123.83038269088608,4,15,78,0,127.23936702132394,0
TXN100591,165.4018322571126,4,11,86,0,149.94560963372587,0
TXN100592,147.6519561139687,4,22,60,0,224.78173645965492,0
TXN100593,163.75567114740102,7,15,35,0,145.6602718094295,0
TXN100594,44.344240715443846,3,10,71,0,51.1651330096774,0
TXN100595,216.8685283276364,6,16,54,0,218.699483727185,0
TXN100596,306.7762877164757,5,11,88,0,424.5857224772972,0
TXN100597,214.4690931930505,3,19,88,0,267.5198529743809,0
TXN100598,138.6232665371867,4,9,90,0,139.6121883945372,0
TXN100599,160.11528021116928,7,22,88,0,167.5572310679299,0
TXN100600,82.03524470336947,5,7,24,0,83.72233820264647,0
TXN100601,650.1664090720263,7,22,99,0,505.1261354803737,0
TXN100602,134.6315596578599,3,9,96,0,149.30800479292856,0
TXN100603,244.97925681371242,3,17,99,0,215.85640523566917,0
TXN100604,62.54934905729093,1,15,20,0,65.13758597777357,0
TXN100605,277.958653151329,6,9,54,0,165.063016608801,0
TXN100606,271.0070637644862,4,7,13,0,280.85867265260106,0
TXN100607,378.19079020150446,4,17,55,1,432.32565204667964,0
TXN100608,226.23353233647768,11,13,76,0,190.18203635183323,0
TXN100609,50.81069605151043,7,16,30,0,58.42728510070161,0
TXN100610,107.08454537868174,10,17,91,1,97.20450856243983,0
TXN100611,254.3375734531415,3,8,111,0,231.70031222483976,0
TXN100612,215.82009720088593,4,22,93,1,183.5310644312601,0
TXN100613,133.56824833342515,3,19,59,0,144.11928404177795,0
TXN100614,360.80637827098934,2,15,51,0,377.0583107038417,0
TXN100615,182.01286094706535,5,7,102,0,133.45436859181376,0
TXN100616,65.45374547030315,4,12,58,0,54.02712459168273,0
TXN100617,126.63642662269311,3,7,23,0,125.89736260101142,0
TXN100618,220.78508891795383,2,20,86,0,258.4142167617138,0
TXN100619,45.36967166005492,3,19,17,0,48.78001399515392,0
TXN100620,45.81878849575282,5,16,71,0,40.15260548769427,0
TXN100621,59.63550151202541,5,20,68,0,73.03766065873222,0
TXN100622,197.23314648917403,5,13,37,0,167.71173729742512,0
TXN100623,59.65855764658649,3,7,117,0,30.057402813550155,0
TXN100624,214.7344934545231,5,7,41,0,191.86319946285,0
TXN100625,79.2002541795447,3,22,62,0,78.44951583083902,0
TXN100626,143.35543051769847,7,17,103,0,154.36853299979603,0
TXN100627,243.75661571281418,1,13,44,0,276.5827789092788,0
TXN100628,55.57343246962236,9,21,73,0,61.344241916172315,0
TXN100629,35.46453206049531,5,13,118,0,37.16276198160311,0
TXN100630,87.82019858915447,7,15,107,0,96.55938314129642,0
TXN100631,133.90164491276133,6,10,45,0,114.26678386815145,0
TXN100632,74.90696791081716,3,15,27,0,77.89006810424888,0
TXN100633,431.75198291477284,4,20,70,0,306.6362008897882,0
TXN100634,248.89942984348554,3,13,105,0,328.37956286909474,0
TXN100635,57.85807549434462,6,14,79,0,73.83651457992991,0
TXN100636,95.03931958144531,3,13,30,0,107.68562448903894,0
TXN100637,282.6454680033882,6,19,46,0,277.39677912728337,0
TXN100638,125.15331953178476,3,12,22,0,122.18179877076794,0
TXN100639,94.08542110592293,5,21,30,0,106.34547213296749,0
TXN100640,274.1867733904988,2,7,54,0,284.71275669816595,0
TXN100641,342.3721444187189,4,18,120,0,323.9904574747907,0
TXN100642,74.58099945920023,9,20,113,0,43.19021399383416,0
TXN100643,342.6158912101959,5,17,20,0,454.61023990458943,0
TXN100644,50.42245092377849,5,18,13,0,62.55229238264304,0
TXN100645,211.7748505806789,5,15,78,0,155.38481908599638,0
TXN100646,451.3377787320912,6,16,104,0,497.47423341419636,0
TXN100647,42.02000530270894,7,18,107,1,29.887032985932095,0
TXN100648,128.56388183944316,6,17,57,0,156.62674046895657,0
TXN100649,86.45398402355298,5,22,80,0,72.46159782032049,0
TXN100650,98.8320531038525,5,13,85,0,109.97355756280338,0
TXN100651,94.5644237227219,6,21,27,1,78.55339962464282,0
TXN100652,1488.1994487438726,14,3,11,1,647.401277381478,1
TXN100653,480.7726087387944,6,12,34,0,414.79332105855906,0
TXN100654,329.3916883219713,6,13,94,0,372.64537318547514,0
TXN100655,102.36632272731973,3,8,107,0,79.1246132471464,0
TXN100656,102.92339252803302,4,11,24,0,118.73753238600133,0
TXN100657,140.96580924621446,4,15,77,0,130.89485856362882,0
TXN100658,240.650229656177,8,10,87,0,187.21171259338115,0
TXN100659,1729.664479192151,14,2,1,1,805.190943121651,1
TXN100660,103.18447359606873,7,11,48,0,77.97404990924275,0
TXN100661,282.5894471270369,9,18,12,0,296.44971142913664,0
TXN100662,6128.325271690442,12,2,6,0,2268.3586780683945,1
TXN100663,81.61498850829044,6,11,120,0,71.13782653266826,0
TXN100664,287.138789462997,3,17,60,0,189.06589132802935,0
TXN100665,45.00600166552938,6,21,114,0,34.7730752456308,0
TXN100666,321.31676660134144,4,10,28,0,424.9966098576681,0
TXN100667,101.82412099703544,5,21,35,0,130.57509560991548,0
TXN100668,125.44276057474453,3,13,120,0,97.89786510157768,0
TXN100669,422.8787980978243,3,7,67,0,412.6426828664083,0
TXN100670,46.84466587276688,5,7,72,0,48.8187593122133,0
TXN100671,571.5736844678415,3,19,29,0,399.0195734009205,0
TXN100672,190.65306608735224,5,15,114,0,218.31140008747104,0
TXN100673,79.65419700412617,8,10,80,0,76.71706641836126,0
TXN100674,77.36232861220714,7,16,12,1,36.27784440109571,0
TXN100675,169.5606297284235,7,21,41,0,167.0983694830656,0
TXN100676,130.0865396786971,3,20,91,0,141.93077822927452,0
TXN100677,373.400383191528,2,14,89,0,356.96493118167,0
TXN100678,454.4214158477504,5,7,41,0,458.8317502630041,0
TXN100679,146.33368111919458,2,10,111,0,162.82382228201274,0
TXN100680,343.00363850711585,5,10,98,0,485.980808825234,0
TXN100681,382.6903058340468,3,18,101,0,303.4502063260571,0
TXN100682,143.88062147111754,2,11,14,0,119.54893393866708,0
TXN100683,118.86828372686162,9,13,48,0,115.44984056766666,0
TXN100684,41.171334690957835,5,21,104,0,44.731342892692076,0
TXN100685,165.00827681477236,4,22,109,0,136.35506312374878,0
TXN100686,194.17457790534215,8,14,63,0,205.73016227171775,0
TXN100687,170.0838500281715,5,14,90,0,196.8691510262139,0
TXN100688,412.1579905361565,5,13,69,0,439.7635229460617,0
TXN100689,230.81385797999278,9,20,54,0,191.9486128211501,0
TXN100690,154.76453022182793,3,11,41,0,98.54515051706576,0
TXN100691,200.33882270368886,6,21,77,0,235.47404036495612,0
TXN100692,390.2817349584214,3,22,22,0,258.15575067816656,0
TXN100693,204.02794984777665,3,13,41,0,180.39412551993078,0
TXN100694,256.973009714933,5,22,16,0,215.8806275605497,0
TXN100695,105.56016882215064,7,8,75,0,74.73920873756977,0
TXN100696,135.00614587762843,6,8,53,0,142.4172217596351,0
TXN100697,156.49040238722728,7,8,89,0,145.44188235627558,0
TXN100698,206.70093622834779,4,14,56,0,146.65615060373887,0
TXN100699,156.09524639362147,8,8,48,0,148.84259563350057,0
TXN100700,89.0247143870742,3,7,117,0,71.16047592380777,0
TXN100701,1200.0,20,0,14,1,501.1985925607353,1
TXN100702,297.84127069639635,7,16,111,0,276.91417361754264,0
TXN100703,82.09772539449604,7,9,77,0,86.09225481270161,0
TXN100704,469.80299629265016,5,10,14,0,354.44864893315366,0
TXN100705,5013.93428131135,18,1,2,1,2586.417422142682,1
TXN100706,66.63528923741353,5,14,82,0,53.88426903193144,0
TXN100707,458.410444512007,4,22,14,0,501.61301713392555,0
TXN100708,393.4238062369756,3,8,99,1,292.57584414868705,0
TXN100709,111.67326717727568,6,19,34,0,59.506542671485946,0
TXN100710,305.39321486284865,1,20,77,1,340.5947670571799,0
TXN100711,139.02715254034172,9,10,77,0,169.11838079520854,0
TXN100712,208.7832905198625,7,15,48,0,195.9394815627929,0
TXN100713,203.93299981978456,7,7,89,0,170.51652082044023,0
TXN100714,501.173595545811,6,19,96,0,573.7544326054831,0
TXN100715,89.96464378240486,7,11,43,0,56.931314120247315,0
TXN100716,97.52635647259719,4,17,22,0,93.7940649364677,0
TXN100717,517.280631277926,7,18,101,0,449.2896473150569,0
TXN100718,301.7923455169483,8,8,12,0,283.7134648128289,0
TXN100719,161.920084750576,12,7,109,0,120.64867636862043,0
TXN100720,192.4352908916305,1,16,69,0,230.72304868377353,0
TXN100721,138.75633073723273,5,15,14,0,65.33289650831382,0
TXN100722,20.269873504908183,3,10,68,0,19.192426662083147,0
TXN100723,64.05790107776043,2,16,36,0,86.67741973083646,0
TXN100724,202.52887226601953,7,13,21,0,139.8170154277987,0
TXN100725,300.8484570489187,5,12,36,0,259.46493851528174,0
TXN100726,148.5142140177881,5,14,30,0,137.7212586822282,0
TXN100727,75.95681259567793,8,16,45,0,55.703077492566344,0
TXN100728,75.80982521892156,6,13,98,0,72.55462918049294,0
TXN100729,1702.1347582373585,15,5,4,1,940.8674890254143,1
TXN100730,595.7454066878224,7,11,20,0,678.106915172139,0
TXN100731,145.52964955398912,3,10,51,0,101.54168208512922,0
TXN100732,251.75923873450037,8,7,60,0,213.75184631360145,0
TXN100733,187.52022065450697,1,18,43,0,203.77448816915756,0
TXN100734,364.54077748027976,5,22,59,0,324.145751588454,0
TXN100735,222.25237201751534,4,17,99,0,269.45913255977246,0
TXN100736,180.40254847616785,5,9,50,0,162.01038631389122,0
TXN100737,379.4651486337994,8,18,120,0,388.05397136176856,0
TXN100738,72.02290946305011,6,16,31,0,82.45440958781835,0
TXN100739,121.32077239794485,2,15,51,1,95.80586220859146,0
TXN100740,92.99339951002685,5,8,16,0,63.994719348094364,0
TXN100741,1200.0,19,3,12,1,567.3386669920725,1
TXN100742,96.5415731217232,8,12,49,0,117.63416649009449,0
TXN100743,343.46301822293054,3,21,30,0,331.1411498921399,0
TXN100744,1206.8488985118433,29,4,17,0,394.6375618294012,1
TXN100745,303.01925881106126,4,16,60,0,295.5641271329065,0
TXN100746,215.17292272135415,2,10,37,0,272.6151860491054,0
TXN100747,208.4111690755453,3,12,95,0,254.0944644119512,0
TXN100748,151.02052247760255,7,16,88,0,154.62980639121923,0
TXN100749,171.63149185516508,7,22,46,0,200.9703907675556,0
TXN100750,291.6176395137951,4,14,94,0,321.01666439212306,0
TXN100751,144.4025045860073,5,15,110,0,136.00914821333578,0
TXN100752,132.82716939806414,6,10,95,1,134.43000468307915,0
TXN100753,216.703312554895,3,9,32,0,147.5862341350085,0
TXN100754,137.74653467605643,7,12,93,0,143.6633779654489,0
TXN100755,115.06577461784036,4,17,30,0,100.54475936003966,0
TXN100756,118.10663180744231,6,13,84,0,131.52721491974808,0
TXN100757,129.3956181168817,7,12,75,0,164.88827572576005,0
TXN100758,257.96313370139484,5,10,84,0,260.74445696264644,0
TXN100759,150.48296203805322,2,21,91,0,191.46400107916526,0
TXN100760,135.33739068682755,2,15,80,1,162.335573058009,0
TXN100761,198.1165932777217,4,9,48,0,197.20675620004855,0
TXN100762,169.4814703971825,3,17,116,0,144.87165746161466,0
TXN100763,73.9335227292578,6,9,18,1,81.50524139680047,0
TXN100764,239.92223204360033,4,8,69,0,197.98508285988626,0
TXN100765,152.3058468245367,2,8,111,0,118.57671183682447,0
TXN100766,56.74478964978183,8,11,30,0,45.86788173218977,0
TXN100767,159.84049651813373,7,12,29,0,185.52518227777273,0
TXN100768,438.4719275114242,4,16,69,0,231.73033210825847,0
TXN100769,71.59074761951761,4,10,120,0,61.90068285730398,0
TXN100770,79.21946133248964,2,21,58,0,65.00014731216038,0
TXN100771,366.6587454313509,6,13,92,0,388.9776257763652,0
TXN100772,498.0098778330381,8,17,50,0,576.4289356173967,0
TXN100773,80.15882252365068,3,17,86,0,70.43043850785138,0
TXN100774,403.79344248900554,5,10,60,0,403.2495692278919,0
TXN100775,128.22695927319293,8,15,104,0,129.29241446222585,0
TXN100776,45.622675532007165,6,7,90,0,39.37321175201694,0
TXN100777,146.8987687742303,8,15,15,0,157.34881465737323,0
TXN100778,110.56851283789003,7,16,108,0,84.68099778801331,0
TXN100779,108.28333338233213,5,7,110,0,127.94952290769149,0
TXN100780,118.28403328012494,2,9,91,0,67.15519891765497,0
TXN100781,154.0277758395627,7,22,63,0,180.58003073124587,0
TXN100782,144.51806179282357,7,15,71,0,131.95977015649888,0
TXN100783,92.5906692354802,3,12,21,0,74.74384739680835,0
TXN100784,156.225642465534,6,11,13,1,145.3739358076742,0
TXN100785,91.43834946012286,1,7,100,0,46.68931811927843,0
TXN100786,215.3081221940779,6,12,47,0,193.95870467509852,0
TXN100787,43.417128257645395,10,14,57,0,31.369958098166734,0
TXN100788,170.59695154024988,4,16,18,0,151.9070400505501,0
TXN100789,133.18126566153737,8,18,85,0,154.65557566779694,0
TXN100790,84.77381649989852,5,9,114,0,97.83308936556507,0
TXN100791,149.16154561338948,5,21,90,0,126.26471953008915,0
TXN100792,97.6835321036495,2,21,49,0,78.74798089003437,0
TXN100793,160.4696144688987,3,13,34,0,158.05273979483036,0
TXN100794,189.55192005727494,7,19,99,0,175.8044384615695,0
TXN100795,160.2352800281155,6,19,41,1,146.32463412849398,0
TXN100796,65.36429814234872,5,11,87,0,73.10999116594807,0
TXN100797,36.16425532665211,2,20,21,0,29.627040752577376,0
TXN100798,44.939854810647866,4,13,38,0,43.97335432663066,0
TXN100799,277.0770982123753,5,16,74,0,284.72801778675284,0
TXN100800,202.16344755864594,4,12,14,0,180.51875101602812,0
TXN100801,97.06924705295692,3,15,73,0,97.895117391695,0
TXN100802,63.65584089901277,4,13,104,0,78.72001436646522,0
TXN100803,180.23313889142923,4,14,15,0,192.96478299713448,0
TXN100804,242.14167665361782,9,14,33,0,201.63885273063212,0
TXN100805,176.4513039511178,2,21,43,0,149.9011488772519,0
TXN100806,199.23839021543603,4,12,103,0,228.20695560989228,0
TXN100807,273.4007897197276,2,18,98,1,294.95322293030455,0
TXN100808,78.87415900234795,6,8,57,0,74.73517532986068,0
TXN100809,73.42164594058924,7,15,99,0,54.34530429022556,0
TXN100810,493.27967853170065,4,13,81,0,408.3556728055106,0
TXN100811,351.56811993417557,5,19,98,0,281.34602637707167,0
TXN100812,148.84839319067942,8,9,113,0,189.52821789541827,0
TXN100813,228.24935605380816,4,12,29,0,235.55885573578487,0
TXN100814,329.225093524299,6,22,112,0,350.2876238687079,0
TXN100815,103.83813937308682,3,21,112,0,115.49505106366229,0
TXN100816,99.09629938210092,6,11,43,0,116.14994435360431,0
TXN100817,291.037075966019,2,10,109,0,209.2969751792236,0
TXN100818,129.90293618735444,4,14,120,0,79.81402992124899,0
TXN100819,91.37954279784059,6,7,61,0,99.01406469113587,0
TXN100820,252.5774766632436,4,7,63,0,229.76548987751497,0
TXN100821,30.760592076010933,5,17,95,0,26.1009820111198,0
TXN100822,290.1559366094774,8,22,114,0,304.3389982625535,0
TXN100823,38.745161238441064,6,22,74,0,30.164964604811626,0
TXN100824,79.01089743530257,4,17,35,0,66.5476741390386,0
TXN100825,214.6776935898275,2,7,40,0,236.95345340395937,0
TXN100826,222.40319959429692,4,16,19,0,129.93951990562013,0
TXN100827,147.1429665480365,8,18,77,0,177.32493317333194,0
TXN100828,144.78659790490389,3,20,43,0,123.4620620801056,0
TXN100829,126.8411541445206,5,11,53,0,126.60918090595645,0
TXN100830,131.19261573203426,12,17,100,1,111.00384432599174,0
TXN100831,82.7656977034254,3,22,25,0,58.11592266050804,0
TXN100832,61.148173456626054,5,12,99,0,47.353446849395155,0
TXN100833,236.2056058960756,7,19,75,0,291.8880727300122,0
TXN100834,74.41297927968478,5,10,59,0,74.47049748561598,0
TXN100835,212.55287208548737,7,10,88,0,173.11402397978947,0
TXN100836,269.5480214973567,7,20,86,1,237.2222516687555,0
TXN100837,91.60874035470829,8,18,109,0,84.29944064815882,0
TXN100838,89.01146448732527,5,18,60,0,95.9723065532151,0
TXN100839,113.59423412128355,6,13,99,1,77.7311918166613,0
TXN100840,99.43048831424838,4,10,70,1,83.76991002988272,0
TXN100841,5640.775730281489,27,1,2,1,3211.9005291055405,1
TXN100842,128.9930910046525,4,20,69,0,139.75704532501115,0
TXN100843,215.654965085758,5,19,40,0,162.24619640057796,0
TXN100844,108.77991437236285,5,18,114,0,70.5448256439064,0
TXN100845,118.03768402641711,7,13,57,0,135.2983211128962,0
TXN100846,92.1385739557864,8,13,95,0,97.46891468223349,0
TXN100847,152.53787173186785,5,22,34,0,99.13846240760654,0
TXN100848,135.53820631471712,8,11,49,0,144.01442509325832,0
TXN100849,87.08403828548163,6,9,54,1,73.14299446862465,0
TXN100850,243.8766160760471,5,18,70,0,228.49637863774137,0
TXN100851,141.94286892240484,2,15,55,1,202.72645452819947,0
TXN100852,59.378570212840366,8,19,35,0,51.58975081663114,0
TXN100853,168.3611445604129,5,18,55,0,164.43685323401425,0
TXN100854,66.87139950139715,6,18,104,0,72.50852876343338,0
TXN100855,107.69794309478675,6,19,88,0,112.80756981308446,0
TXN100856,169.4570749679906,6,22,112,0,184.05878589288875,0
TXN100857,38.7054375119909,6,14,28,0,38.268792267104985,0
TXN100858,212.9392023178294,6,15,95,0,209.70923225141024,0
TXN100859,79.84177585372284,5,16,117,1,95.66638436461166,0
TXN100860,428.4523815138275,6,17,52,0,598.3029615135364,0
TXN100861,92.17001870091192,5,16,23,0,95.1445004695645,0
TXN100862,114.25353033265475,6,14,87,0,104.14576705061654,0
TXN100863,104.84780724019312,1,8,49,0,96.60782971103751,0
TXN100864,1200.0,22,3,13,1,668.2374213287464,1
TXN100865,289.0779412769827,5,19,30,0,250.25534405744418,0
TXN100866,211.10075320664578,4,11,15,0,170.3331964645405,0
TXN100867,359.4112503133176,6,15,21,0,279.2248321456998,0
TXN100868,225.6707975862272,5,17,64,0,233.7665041889484,0
TXN100869,280.60666534909103,5,9,13,0,257.63903823821636,0
TXN100870,91.99879214467875,5,7,57,0,84.11372381858052,0
TXN100871,102.16574876059272,5,21,45,0,72.00936293930104,0
TXN100872,113.57817862622501,5,19,36,0,104.63492211291579,0
